"","species","vir_pos","massmale_kg","massfemale_kg","habitat_forest","habitat_savanna","habitat_shrubland","habitat_grassland","habitat_wetlands","habitat_rocky.areas","habitat_desert","threat_critical","threat_data_deficient","threat_endangered","threat_least_concern","threat_not_evaluated","threat_near_threatened","threat_vulnerable","population_decreasing","ppoulation_increasing","population_stable","locomotion_arboreal","locomotion_both","locomotion_terrestrial","folivore","folivore_frugivore","frugivore","gummivore","insectivore","omnivore","adult_mass_g","brain_mass_g","adult_body_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","det_inv","det_vend","det_vect","det_vunk","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","habitat_breadth_n","aotidae","atelidae","callitrichidae","cebidae","cercopithecidae","cheirogaleidae","daubentoniidae","galagidae","hominidae","hylobatidae","indriidae","lemuridae","lepilemuridae","lorisidae","pitheciidae","tarsiidae","afrotropical","australasian","indomalayan","neotropical","palearctic","realm_multiple","foraging_stratum_arboreal","foraging_stratum_ground","foraging_stratum_scansorial","activity_cycle_diurnal","activity_cycle_multiple","activity_cycle_nocturnal","body_size_ratio","rel_age_fb_days","rel_sexual_maturity_days","postnatal_growth_rate","mass_specific_production","home_range_scaled_km2_g","wos_hits","hfp_avg","species_avg","max_popdens","min_popdens","mean_popdens","mean_temp","max_temp","min_temp","range_temp","mean_prec","max_prec","min_prec","range_prec","ymin","ymax","range_lat","centroid","ecor_n"
"370","Plecturocebus toppini",0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.94464153864875,2.83907846350861,358.65,9636,1095.696,1095.696,NA,1243.196,147.5,1.005,1,364.75,4.30406509320417,203.925,NA,3017.694,0.0788111804242898,3.13205352091223,NA,0.717839793150317,20,0,0,0,50,0,0,30,3,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14.0212837837838,-2.04782060162977,-2.17411630696438,NA,0.0716767462593065,NA,1.38629436111989,0.370612338989128,183.281213975353,5.83737298062545,0.00200736125078559,1.14277646072316,254.752997601918,341,151,147.58273381295,2039.85251798561,6.49677499018586,1.6094379124341,254.57793764988,-13.2823589472222,-6.39241736388889,6.88994158333333,-9.83738815555556,1.94591014905531
"371","Plecturocebus urubambensis",0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,-0.149869962799053,199.635880001008,2.1673518790344,0.2755656293814,0.669117380448436,250.904761904762,328,131,145.666666666667,2182.95238095238,6.08677472691231,3.91202300542815,221.222222222222,-13.0065628694444,-10.6047560194444,2.40180685,-11.8056594444444,0.693147180559945
"372","Plecturocebus vieirai",0,-0.0408219945202552,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.74523634948436,2.94443897916644,484.325,9563,1262.74,1095.696,NA,1095,164,1.01,1,364.75,4.30945594183905,106.526,NA,3503.088,-0.0314906670913708,2.91397977168173,-3.91202300542815,1.08180517035173,20,0,0,0,50,0,0,30,3,370,5.30330490805908,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,11.4247311827957,-2.16714712209894,-2.02461752225665,NA,0.0884047058823529,-10.6572593549125,1.38629436111989,0.00609959754671783,122.860744476318,-1.76042244154286,0.0804629788120404,-2.05665934583551,250.5,357,140,214.5,2296.5,5.98645200528444,1.09861228866811,386,-11.2873017083333,-3.933070325,7.35423138333333,-7.61018601666667,0
"373","Pongo abelii",0,4.3554259528767,3.57234563785798,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,10.885721256345,5.96421153448918,1195,21900,2745.905,2936.81,2555,3196.23,259.42,1.14,0.22,1709.579,7.42173392673953,1088.8,9.30565055178051,9125,2.24612055601292,0.789820067820206,NA,NA,10,0,0,10,80,0,0,0,1,1500,0,1500,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,31.944094549413,-1.92451464655158,-2.0763759258508,1.88391662504098,0.00785121643100725,NA,5.37063802812766,2.1181404696372,140.795085501164,5.23135533817106,3.02106768859534,4.23079058782907,230.142857142857,325,119,110.25,2451.05357142857,6.04500531403601,4.24849524204936,177.107142857143,2.29714323055556,4.90827731944444,2.61113408888889,3.602710275,0.693147180559945
"374","Pongo pygmaeus",0,4.36309862478836,3.57794789340665,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,10.9843031656409,5.89774160697205,1195,21900,3318.62,2936.81,2555,3591.6,259.42,1.14,0.22,1709.579,7.42173392673953,1088.8,9.30565055178051,7300,2.30038266943885,0.756121979721334,1.35583515363518,0,10,0,0,10,80,0,0,0,1,500,0,500,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,35.2536559544957,-1.80788885115794,-1.88693760295633,1.88391662504098,0.00711415577220486,-9.62846801200575,7.12367278520461,1.91805276197782,123.300310072465,5.57100356577185,1.63294466085396,3.23729066057029,261.599297012302,324,185,91.4182776801406,2833.84710017575,6.20253551718792,4.40671924726425,167.23374340949,-3.54120179722222,6.25749554166667,9.79869733888889,1.35814687222222,1.94591014905531
"375","Presbytis bicolor",0,1.80005827204275,1.91692261218206,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.77442894289822,4.20327370275695,515,7558.542,NA,1599.3,NA,1728.662,174.595,1,0.79,512.176,NA,334.728,NA,3650,1.08485137341807,4.08328361486268,-2.12026353620009,2.63905732961526,0,0,0,0,40,0,40,20,3,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,-1.47533061558032,NA,NA,NA,-10.8946924790983,0,2.55320363937449,123.892366174149,5.27111218351434,3.84020512423259,4.23581746335271,266.013513513513,319,208,95.2027027027027,2465.08108108108,5.79909265446053,4.60517018598809,170.310810810811,-1.70884440277778,-0.341768880555556,1.36707552222222,-1.02530664166667,1.38629436111989
"376","Presbytis chrysomelas",0,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.77442894289822,4.37338944127822,515,7558.542,NA,1604.182,NA,1750.966,176.442,1,0.786,509.024,NA,329.744,NA,3650,1.08485137341807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.46251067880979,NA,NA,NA,NA,1.38629436111989,2.33074578347971,134.321558961774,6.11845507695434,1.28618034059856,3.50164711224603,259.598130841121,324,167,92.2523364485981,3452.93457943925,6.48616078894409,4.79579054559674,235.943925233645,0.533238819444445,4.59478249722222,4.06154367777778,2.56401065833333,1.79175946922805
"377","Presbytis comata",0,1.89911798754855,1.90359895098359,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8.78723101559509,4.38576962095272,560,6412.612,NA,1604.081,NA,1734.29,178.033,1.005,0.792,510.945,NA,329.993,NA,4057.011,1.09192330051731,2.34994566435388,-2.04022082852655,1.95302761682418,0,0,0,0,40,0,40,20,3,2565,0,2565,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.30766856848863,NA,NA,NA,-10.8274518441216,2.83321334405622,2.86098815379921,99.3873080015182,8.12167328961222,6.07965319028989,6.8953068075908,233,325,110,114.469696969697,3292.12121212121,6.50428817353665,4.07753744390572,320.121212121212,-7.74659594722222,-6.21285229166667,1.53374365555555,-6.97972411944444,0.693147180559945
"378","Presbytis femoralis",0,1.83418018511201,1.8229350866965,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,8.77442894289822,4.34932264150075,515,7558.542,NA,1585.158,NA,1721.25,175.678,1,0.788,509.537,NA,336.06,NA,3650,1.08485137341807,3.2021365008639,-2.65926003693278,NA,0,0,0,0,40,0,40,20,3,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.47962754338853,NA,NA,NA,-11.433688979831,2.56494935746154,2.89287530587866,127.669272111488,7.7127023540759,2.33812248818356,4.91357520251389,264.389400921659,348,158,123.799539170507,2325.98387096774,6.6682282484174,1.38629436111989,300.728110599078,0.521333952777779,13.5194642083333,12.9981302555556,7.02039908055556,2.56494935746154
"379","Presbytis frontata",0,1.71559810826249,1.73518911773966,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,8.675059815705,4.38434893604345,560,7015.18,NA,1579.837,NA,1708.718,176.153,1.004,0.805,503.714,NA,329.615,NA,3650,1.03033344791482,2.25685524128787,NA,NA,0,0,0,0,40,0,40,20,3,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.41233299078578,NA,NA,NA,NA,0.693147180559945,1.54543927912122,125.380840571847,6.58876040110389,0.941072567183518,3.02094013555417,250.108888888889,324,158,85.6377777777778,3137.88888888889,6.13339804299665,4.31748811353631,168.87,-3.93108618055556,3.88049049722222,7.81157667777778,-0.0252978416666665,1.79175946922805
"380","Presbytis hosei",0,1.8213182714696,1.7281094421516,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,8.74477169378055,4.31691461578457,610,8111.245,NA,1575.796,NA,1720.93,175.228,1.004,0.813,497.459,NA,329.786,NA,3650,1.06849666476349,2.3832429960115,-1.6094379124341,1.94591014905531,0,0,0,0,40,0,40,20,3,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.55038652814979,NA,NA,NA,-10.3542096062147,2.39789527279837,2.07093107805495,138.530428518506,6.54849844386367,0.82403519281386,3.31945832832761,248.328057553957,321,130,81.6489208633094,2916.56834532374,6.26720054854136,4.34380542185368,135.975539568345,-0.0302582027777785,7.03329601944444,7.06355422222222,3.50151890833333,1.94591014905531
"381","Presbytis melalophos",1,1.88555334851442,1.86717610851281,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.77442894289822,4.20327370275695,515,7558.542,NA,1599.3,NA,1728.662,174.595,1,0.79,512.176,NA,334.728,NA,3650,1.08485137341807,4.08328361486268,-2.12026353620009,2.63905732961526,0,0,0,0,40,0,40,20,3,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.47533061558032,NA,NA,NA,-10.8946924790983,3.04452243772342,2.60309981710606,133.590862851183,6.74641341956292,3.73730797409288,4.65244085757609,241.524904214559,325,106,106.67816091954,2853.37931034483,6.1463292576689,4.38202663467388,207.114942528736,-4.91422975277778,0.746534347222222,5.6607641,-2.08384770277778,1.09861228866811
"382","Presbytis mitrata",0,1.77495235091167,1.75785791755237,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.77442894289822,4.20327370275695,515,7558.542,NA,1599.3,NA,1728.662,174.595,1,0.79,512.176,NA,334.728,NA,3650,1.08485137341807,4.08328361486268,-2.12026353620009,2.63905732961526,0,0,0,0,40,0,40,20,3,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,-1.47533061558032,NA,NA,NA,-10.8946924790983,0,2.67135045784264,121.722172149658,6.97072308629837,3.69961020914086,4.90228966193896,264.895910780669,327,155,101.791821561338,2573.26394052045,6.08449941307517,4.23410650459726,229.059479553903,-5.94102450277778,-1.022330425,4.91869407777778,-3.48167746388889,1.6094379124341
"383","Presbytis natunae",0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8.77338459677665,4.06794925086257,512.5,7558.542,NA,1572.533,NA,1698.722,174.211,1,0.793,510.009,NA,335.173,NA,3723.007,1.08451336428861,2.05412373369555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.49280211080975,NA,NA,NA,NA,1.09861228866811,3.70631573057494,27,3.4905892082308,3.52061674147428,3.4905892082308,265.75,312,226,82.75,2281.75,5.6970934865054,4.67282883446191,181,3.63743280277778,4.227715775,0.590282972222222,3.93257428888889,0
"384","Presbytis potenziani",0,1.81482474215905,1.85785927093258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.76405326934776,4.33539351740515,560,7245.152,NA,1637.514,NA,1775.06,176.702,1.01,0.751,530.647,NA,333.807,NA,4745,1.07908962217925,2.60268968544438,-2.12026353620009,1.30833281965018,0,0,0,0,40,0,40,20,3,NA,NA,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.40649833036579,NA,NA,NA,-10.8843168055479,2.56494935746154,4.05680694724496,NA,2.61036387387479,2.68129547006241,2.61036387387479,266.4,317,217,96.8,3382,6.05678401322862,5.17614973257383,236.8,-3.34675564166667,-2.03027580277778,1.31647983888889,-2.68851572222222,0
"385","Presbytis rubicunda",0,1.82776990675109,1.79840401194672,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.75214910130974,4.30387588611645,554.995,2670.583,NA,1595.058,NA,1715.058,176.922,1.005,0.831,502.965,NA,324.095,NA,4017.988,1.07261048612911,2.46563887943034,-0.693147180559945,1.87180217690159,0,0,0,0,40,0,40,20,3,2000,0,2000,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-0.442849901348714,NA,NA,NA,-9.44529628186968,4.20469261939097,1.88341854379817,127.775898083724,6.58876040110389,0.82403519281386,3.28071590678372,251.764131193301,326,152,85.725052337753,2945.31123517097,6.26720054854136,4.23410650459726,159.233775296581,-4.02136475277778,6.665237225,10.6866019777778,1.32193623611111,1.94591014905531
"386","Presbytis siamensis",0,2.10413415427021,1.96009478404727,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,8.77338459677665,4.14054407195501,512.5,7558.542,NA,1595.03,NA,1726.317,174.613,1,0.782,513.538,NA,329.83,NA,3650,1.08451336428861,3.87172170865462,NA,NA,0,0,0,0,50,0,30,20,3,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.47668807700633,NA,NA,NA,NA,0,2.56011493930968,147.431419987249,8.39961094126516,0.838291300463787,4.990144854288,258.480898876404,333,140,106.910112359551,2561.2404494382,6.56807791141198,4.30406509320417,222.714606741573,-0.726692902777778,6.39043321944444,7.11712612222222,2.83187015833333,1.94591014905531
"387","Presbytis siberu",0,1.87180217690159,1.85629799036563,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.76405326934776,4.33539351740515,560,7245.152,NA,1637.514,NA,1775.06,176.702,1.01,0.751,530.647,NA,333.807,NA,4745,1.07908962217925,2.60268968544438,-2.12026353620009,1.30833281965018,0,0,0,0,40,0,40,20,3,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,-1.40649833036579,NA,NA,NA,-10.8843168055479,0.693147180559945,3.27194534577791,27,2.61036387387479,2.68129547006241,2.61036387387479,265.3,318,213,100.7,3470.9,6.0591231955818,5.34710753071747,192.3,-1.80705955277778,-0.918162841666667,0.888896711111111,-1.36261119722222,0
"388","Presbytis thomasi",0,1.91250108692418,1.90061387414014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,8.80836765835285,4.32373522629678,560,4462.125,NA,1652.841,NA,1795.823,178.853,1.005,0.714,557.583,NA,385.147,NA,4745,1.10359983017915,3.24024585060439,-2.40794560865187,2.07944154167984,0,0,0,0,40,0,40,20,3,1500,0,1500,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-0.910161697276413,NA,NA,NA,-11.2163132670047,3.78418963391826,2.73636856621726,136.934753812593,6.34580114217328,2.98641701779237,4.60790318804568,242.993055555556,326,119,104.222222222222,2469.69444444444,6.04500531403601,4.18965474202643,172.625,2.32095296388889,5.65431563055556,3.33336266666667,3.98763429722222,1.6094379124341
"389","Procolobus verus",0,1.54756250871601,1.43508452528932,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8.28849926523,3.98744582707401,474.995,9343.976,NA,1502.697,NA,1608.659,167.84,1.01,0.734,541.707,NA,384.891,NA,3285,0.817574758934997,2.64617479738412,-1.77195684193188,1.84054963339749,0,0,0,0,10,0,10,80,1,200,0,200,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,-1.75933094491769,NA,NA,NA,-10.0604561071619,3.09104245335832,2.24164678776312,129.873118501551,8.21401881386832,1.84788242951614,4.92331592753096,262.459415584416,364,177,122.261363636364,1920.42532467532,6.69826805411541,1.38629436111989,310.584415584416,4.35569309166667,8.73569195277778,4.37999886111111,6.54569252222222,1.94591014905531
"390","Prolemur simus",0,0.570414415177648,0.78845736036427,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.54112856950073,3.26690379387878,414,6424,NA,712.84,NA,870.551,141,1,1,364.373,NA,144.54,NA,3285,0.406797553341943,NA,-0.478035800943,2.01490302054226,0,0,0,0,10,0,0,90,1,1600,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,-1.99866991111555,NA,NA,NA,-8.01916437044373,3.09104245335832,1.7911746482139,61.2618545532227,4.18273154732995,3.13445948317782,3.62334106397052,196.4,294,93,170.4,1638.6,5.95842469302978,2.99573227355399,282.6,-22.4471221361111,-18.0522421916667,4.39487994444444,-20.2496821638889,0
"391","Propithecus candidus",0,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.6569551337914,3.71916614671881,525.87,4036.292,1683.65,1618.856,913,1553.07,166.283,1.01,0.62,744.69,4.9052377407155,266.619,NA,3650,1.02029032189264,3.65713075579936,-1.56064774826467,1.5993875765806,0,0,0,0,30,0,0,70,2,1875,6.55250788703459,1175,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,42.5941701544502,-0.955092831533597,-0.874362392995653,NA,0.0147015424347826,-10.2176028820561,2.07944154167984,1.66681301733596,57.7878541946411,4.17482697846056,3.47316685200514,3.92778715854547,196.5,281,100,166.25,1701.25,5.8406416573734,3.61091791264422,281.25,-14.9748341583333,-14.3289951416667,0.645839016666667,-14.65191465,1.09861228866811
"392","Propithecus coquereli",0,1.30914330193148,1.32335456134602,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.19497350297379,3.30944752305259,511.245,11132.5,993.454,1074.907,912,1533,145.525,1.01,1,364.75,4.50030954537192,179.395,NA,3650,0.766397642299538,4.0943445622221,NA,1.70474809223843,0,0,0,0,30,0,0,70,2,300,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,40.232050641346,-1.98264215832404,-2.41643627723212,NA,0.0251043629121414,NA,4.02535169073515,2.64025592458571,23.9143063681466,5.98954100639463,3.23542011033773,4.42071751190009,260.625,356,149,178.625,1581.5,6.1527326947041,0.693147180559945,450.875,-16.4014340138889,-14.7526099805556,1.64882403333333,-15.5770219972222,0
"393","Propithecus coronatus",0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,8.26873183211774,3.3235961356386,511.245,11132.5,927.97,943.94,912,1091.94,148,1.02,1,450.691,4.35208275830081,177.83,NA,3650,0.76080582903376,5.15097677864933,NA,NA,0,0,0,0,30,0,0,70,2,700,0,700,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,50.2318392581144,-2.32191282745549,-2.48462463251841,NA,0.0203058461538462,NA,1.94591014905531,2.47573206496963,23.3442713419596,3.95967770726329,2.23837590401391,3.32806287289543,260.769230769231,362,114,182,1512.38461538462,6.1527326947041,0,429.538461538462,-19.9272586916667,-15.7079755305556,4.21928316111111,-17.8176171111111,0
"394","Propithecus deckenii",0,1.07500242302898,0.966983846189673,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.18542268432143,3.3235961356386,511.245,11132.5,927.97,943.94,912,1091.94,148,1.02,1,450.691,4.35208275830081,177.83,NA,3650,0.76080582903376,5.15097677864933,NA,NA,0,0,0,0,30,0,0,70,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,46.2166409067491,-2.32191282745549,-2.48462463251841,NA,0.0220699726329753,NA,0,2.80967371136784,30.8414871610444,3.36604316732255,2.19544922107689,2.63884461276563,261.567567567568,341,142,164.513513513514,1258.16216216216,6.10924758276437,0,385.351351351351,-19.1772520916667,-15.7744443694444,3.40280772222222,-17.4758482305556,0.693147180559945
"395","Propithecus diadema",0,1.80005827204275,1.82616089594539,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.76631555220511,3.71916614671881,525.87,4036.292,1683.65,1618.856,913,1553.07,166.283,1.01,0.62,744.69,4.9052377407155,266.619,NA,3650,1.08044831804044,3.65713075579936,-1.56064774826467,1.5993875765806,0,0,0,0,30,0,0,70,2,1650,5.30330490805908,1450,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47.5165376495426,-0.955092831533597,-0.874362392995653,NA,0.0131785696301891,-10.3269633004698,5.08759633523238,1.75304284383708,58.4455634897405,4.58108241859444,2.79799485891642,3.64567581756937,195.340909090909,293,79,165.068181818182,1603.68181818182,5.98141421125448,2.63905732961526,270.522727272727,-19.7764637138889,-16.192106775,3.58435693888889,-17.9842852444444,0.693147180559945
"396","Propithecus edwardsi",0,1.72097928716701,1.77410453398933,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.79011537058959,3.69017860984556,525.87,4036.292,1618.856,1618.856,NA,1785.139,166.283,1.01,0.62,744.69,4.9052377407155,266.619,NA,3650,1.09359974684457,1.38629436111989,NA,1.79175946922805,0,0,0,0,40,0,10,50,2,1600,6.39859493453521,1000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48.6609874439794,-0.815830165386306,-0.913606721787268,NA,0.0128686250093241,NA,4.02535169073515,2.01679634747593,60.4885559082031,4.77285593169772,4.19787310910132,4.43428140777587,187,270,93,168.333333333333,1661.66666666667,5.88332238848828,3.68887945411394,304,-21.7377904972222,-20.942148575,0.795641922222224,-21.3399695361111,0.693147180559945
"397","Propithecus perrieri",0,1.43983512804792,1.49065437644413,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.76631555220511,3.73440238191284,525.87,4036.292,1618.856,1618.856,NA,1785.139,166.283,1.01,0.62,744.69,4.9052377407155,266.619,NA,3716.825,1.08044831804044,NA,NA,1.50407739677627,0,0,0,0,30,0,0,70,2,400,0,400,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47.5165376495426,-0.815830165386306,-0.913606721787268,NA,0.0131785696301891,NA,1.6094379124341,1.95030203814413,36.9535446166992,3.63621112068357,3.66222188812708,3.63621112068357,252,311,182,129,1379,5.78996017089725,2.94443897916644,309,-12.924220875,-12.6960442638889,0.228176611111108,-12.8101325694444,0
"398","Propithecus tattersalli",0,1.22082992139236,1.27815220250019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.17329343896623,3.49865676542372,512.5,7467.292,1642.5,1642.5,NA,1642.5,147.927,1.043,0.93,510.189,4.58496747867057,155,NA,3283.175,0.754242279919756,3.11351530921037,-2.81341071676004,1.41098697371026,0,0,0,0,30,0,0,70,2,700,3.93182563272433,650,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,36.1734693877551,-1.51431294530942,-1.51431294530942,NA,0.0268149562764457,-10.9867041557263,3.25809653802148,1.80214260110873,34.4039179484049,3.39684821094933,3.00867788247843,3.1562303133741,253.333333333333,313,182,127,1416.33333333333,5.69035945432406,3.29583686600433,242.666666666667,-13.3299784138889,-12.8964428527778,0.43353556111111,-13.1132106333333,0
"399","Propithecus verreauxi",0,1.05952489996006,1.05431202977153,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.18542268432143,3.2846635654062,511.245,11132.5,943.94,943.94,912,1668.05,148,1.02,1,450.691,4.35208275830081,177.83,NA,3650,0.76080582903376,4.13899920276253,-3.50655789731998,1.84054963339749,0,0,0,0,30,0,0,70,2,1300,0,1300,NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,46.2166409067491,-1.89821347870725,-2.46756143239237,NA,0.0220699726329753,-11.6919805816414,5.84932477994686,2.48545537198983,27.0479430285367,5.27272572362346,1.92189670336189,3.68775141328902,241.9,354,101,208.157142857143,585.071428571429,5.70711026474888,0,137.614285714286,-25.3995290694444,-19.7050345138889,5.69449455555555,-22.5522817916667,1.09861228866811
